MWE,Regex,Quantity
Soltar faísca,(soltar|solto|solta|soltas|soltem|soltemos|soltais|soltam|soltava|soltavas|soltávamos|soltáveis|soltavam|soltei|soltaste|soltou|soltamos|soltastes|soltaram|soltara|soltaras|soltáramos|soltáreis|soltaram|soltarei|soltarás|soltará|soltaremos|soltareis|soltarão|soltaria|soltarias|soltaríamos|soltaríeis|soltariam|soltasse|sol­tasses|soltássemos|soltásseis|soltassem|soltar|soltares|sol­tarmos|soltardes|soltarem|solta|solte|soltemos|solteis|soltem) faísca,41
Sondar o terreno,(sondar|sondo|sonda|sondas|sonde|sondem|sondemos|sondais|sondam|sondava|sondavas|sondávamos|sondáveis|sondavam|sondei|sondaste|sondou|sondamos|sondastes|sondaram|sondara|sondaras|sondáramos|sondáreis|sondaram|sondarei|sondarás|sondará|sondaremos|sondareis|sondarão|sondaria|sondarias|sondaríamos|sondaríeis|sondariam|sondasse|sondasses|sondássemos|sondásseis|sondassem|sondar|sondares|sondarmos|sondardes|sondarem|sonda|sonde|sondemos|sondeis|sondem) o terreno,2
Sossegar o facho,(sossegar|sossego|sossega|sossegas|sossegue|sosseguem|sossegamos|sossegais|sossegam|sossegava|sossegavas|sossegávamos|sossegáveis|sossegavam|sosseguei|sossegaste|sossegou|sossegamos|sossegastes|sossegaram|sossegara|sossegaras|sossegáramos|sossegáreis|sossegaram|sossegarei|sossegarás|sossegará|sossegaremos|sossegareis|sossegarão|sossegaria|sossegarias|sossegaríamos|sossegaríeis|sossegariam|sossegasse|sossegasses|sossegássemos|sossegásseis|sossegassem|sossegar|sossegares|sossegarmos|sossegardes|sossegarem|sossega|sossegue|sossegamos|sossegueis|sosseguem) o facho,4
Suar sangue,(suar|suo|sua|suas|sue|suem|suemos|suais|suam|suava|suavas|suávamos|suáveis|suavam|suei|suaste|suou|suamos|suastes|suaram|suara|suaras|suáramos|suáreis|suaram|suarei|suarás|suará|suaremos|suareis|suarão|suaria|suarias|suaríamos|suaríeis|suariam|suasse|suasses|suássemos|suásseis|suassem|suar|suares|suarmos|suardes|suarem|sua|sue|suemos|suais|suem) sangue,49
Subir nas tamancas,(subir|subo|sobe|sobes|sobe|subam|subimos|subis|sobem|subia|subias|subíamos|subíeis|subiam|subi|subiste|subiu|subimos|subistes|subiram|subira|subiras|subíramos|subíreis|subiram|subirei|subirás|subirá|subiremos|subireis|subirão|subiria|subirias|subiríamos|subiríeis|subiriam|subisse|subisses|subíssemos|subísseis|subissem|subir|subires|subirmos|subirdes|subirem|sobe|suba|subamos|subais|subam) nas tamancas,3
Subir pela paredes,(subir|subo|sobe|sobes|sobe|subam|subimos|subis|sobem|subia|subias|subíamos|subíeis|subiam|subi|subiste|subiu|subimos|subistes|subiram|subira|subiras|subíramos|subíreis|subiram|subirei|subirás|subirá|subiremos|subireis|subirão|subiria|subirias|subiríamos|subiríeis|subiriam|subisse|subisses|subíssemos|subísseis|subissem|subir|subires|subirmos|subirdes|subirem|sobe|suba|subamos|subais|subam) pela paredes,0
Sujar a barra,(sujar|sujo|sujas|suja|sujem|sujamos|sujais|sujam|sujava|sujavas|sujávamos|sujáveis|sujavam|sujou|sujaste|sujaram|sujámos|sujastes|sujaram|sujara|sujaras|sujáramos|sujáreis|sujaram|sujo|sujas|suja|suje|sujeis|suje|suje|suje|suje|sujamos|sujais|suje|suje|suje|suje|suje|suje|suje) a barra,0
Sujar as mãos,(sujar|sujo|sujas|suja|sujem|sujamos|sujais|sujam|sujava|sujavas|sujávamos|sujáveis|sujavam|sujou|sujaste|sujaram|sujámos|sujastes|sujaram|sujara|sujaras|sujáramos|sujáreis|sujaram|sujo|sujas|suja|suje|sujeis|suje|suje|suje|suje|sujamos|sujais|suje|suje|suje|suje|suje|suje|suje) as mãos,173
Tapar a boca,(tapar|tapo|tapa|tapas|tape|tapem|tapemos|tapais|tapam|tapava|tapavas|tapávamos|tapáveis|tapavam|tapei|tapaste|tapou|tapamos|tapastes|taparam|tapara|taparas|tapáramos|tapáreis|taparam|taparei|taparás|tapará|taparemos|tapareis|taparão|taparia|taparias|taparíamos|taparíeis|tapariam|tapasse|tapasses|tapássemos|tapásseis|tapassem|tapar|tapares|taparmos|tapardes|taparem|tapa|tape|tapemos|tapais|tapem) a boca,29
Tapar os ouvidos,(tapar|tapo|tapa|tapas|tape|tapem|tapemos|tapais|tapam|tapava|tapavas|tapávamos|tapáveis|tapavam|tapei|tapaste|tapou|tapamos|tapastes|taparam|tapara|taparas|tapáramos|tapáreis|taparam|taparei|taparás|tapará|taparemos|tapareis|taparão|taparia|taparias|taparíamos|taparíeis|tapariam|tapasse|tapasses|tapássemos|tapásseis|tapassem|tapar|tapares|taparmos|tapardes|taparem|tapa|tape|tapemos|tapais|tapem) os ouvidos,75
Tentar a sorte,(tentar|tento|tenta|tentas|tente|tentem|tentemos|tentais|tentam|tentava|tentavas|tentávamos|tentáveis|tentavam|tentei|tentaste|tentou|tentamos|tentastes|tentaram|tentara|tentaras|tentáramos|tentáreis|tentaram|tentarei|tentarás|tentará|tentaremos|tentareis|tentarão|tentaria|tentarias|tentaríamos|tentaríeis|tentariam|tentasse|tentasses|tentássemos|tentásseis|tentassem|tentar|tentares|tentarmos|tentardes|tentarem|tenta|tente|tentemos|tentais|tentem) a sorte,573
Ter a cabeça no lugar,(tenho|tens|tem|temos|tendes|têm|tinha|tinhas|tinha|tínhamos|tínheis|tinham|tive|tiveste|teve|tivemos|tivestes|tiveram|terei|terás|terá|teremos|tereis|terão|teria|terias|teria|teríamos|teríeis|teriam|tenha|tenhas|tenha|tenhamos|tenhais|tenham|tivesse|tivesses|tivesse|tivéssemos|tivésseis|tivessem|ter|teres|ter|termos|terdes|terem|tendo) a cabeça no lugar,44
Ter a cara de __,(tenho|tens|tem|temos|tendes|têm|tinha|tinhas|tinha|tínhamos|tínheis|tinham|tive|tiveste|teve|tivemos|tivestes|tiveram|terei|terás|terá|teremos|tereis|terão|teria|terias|teria|teríamos|teríeis|teriam|tenha|tenhas|tenha|tenhamos|tenhais|tenham|tivesse|tivesses|tivesse|tivéssemos|tivésseis|tivessem|ter|teres|ter|termos|terdes|terem|tendo) a cara de,133
Ter a chave do cofre,(tenho|tens|tem|temos|tendes|têm|tinha|tinhas|tinha|tínhamos|tínheis|tinham|tive|tiveste|teve|tivemos|tivestes|tiveram|terei|terás|terá|teremos|tereis|terão|teria|terias|teria|teríamos|teríeis|teriam|tenha|tenhas|tenha|tenhamos|tenhais|tenham|tivesse|tivesses|tivesse|tivéssemos|tivésseis|tivessem|ter|teres|ter|termos|terdes|terem|tendo) a chave do cofre,10
Ter à mão,(tenho|tens|tem|temos|tendes|têm|tinha|tinhas|tinha|tínhamos|tínheis|tinham|tive|tiveste|teve|tivemos|tivestes|tiveram|terei|terás|terá|teremos|tereis|terão|teria|terias|teria|teríamos|teríeis|teriam|tenha|tenhas|tenha|tenhamos|tenhais|tenham|tivesse|tivesses|tivesse|tivéssemos|tivésseis|tivessem|ter|teres|ter|termos|terdes|terem|tendo) à mão,92
Ter a última palavra,(tenho|tens|tem|temos|tendes|têm|tinha|tinhas|tinha|tínhamos|tínheis|tinham|tive|tiveste|teve|tivemos|tivestes|tiveram|terei|terás|terá|teremos|tereis|terão|teria|terias|teria|teríamos|teríeis|teriam|tenha|tenhas|tenha|tenhamos|tenhais|tenham|tivesse|tivesses|tivesse|tivéssemos|tivésseis|tivessem|ter|teres|ter|termos|terdes|terem|tendo) a última palavra,165
Ter a voz,(tenho|tens|tem|temos|tendes|têm|tinha|tinhas|tinha|tínhamos|tínheis|tinham|tive|tiveste|teve|tivemos|tivestes|tiveram|terei|terás|terá|teremos|tereis|terão|teria|terias|teria|teríamos|teríeis|teriam|tenha|tenhas|tenha|tenhamos|tenhais|tenham|tivesse|tivesses|tivesse|tivéssemos|tivésseis|tivessem|ter|teres|ter|termos|terdes|terem|tendo) a voz,324
Ter as rédeas,(tenho|tens|tem|temos|tendes|têm|tinha|tinhas|tinha|tínhamos|tínheis|tinham|tive|tiveste|teve|tivemos|tivestes|tiveram|terei|terás|terá|teremos|tereis|terão|teria|terias|teria|teríamos|teríeis|teriam|tenha|tenhas|tenha|tenhamos|tenhais|tenham|tivesse|tivesses|tivesse|tivéssemos|tivésseis|tivessem|ter|teres|ter|termos|terdes|terem|tendo) as rédeas,33
Ter bom ouvido (musical),(tenho|tens|tem|temos|tendes|têm|tinha|tinhas|tinha|tínhamos|tínheis|tinham|tive|tiveste|teve|tivemos|tivestes|tiveram|terei|terás|terá|teremos|tereis|terão|teria|terias|teria|teríamos|teríeis|teriam|tenha|tenhas|tenha|tenhamos|tenhais|tenham|tivesse|tivesses|tivesse|tivéssemos|tivésseis|tivessem|ter|teres|ter|termos|terdes|terem|tendo) bom ouvido (musical),0
Ter cartas nas mangas,(tenho|tens|tem|temos|tendes|têm|tinha|tinhas|tinha|tínhamos|tínheis|tinham|tive|tiveste|teve|tivemos|tivestes|tiveram|terei|terás|terá|teremos|tereis|terão|teria|terias|teria|teríamos|teríeis|teriam|tenha|tenhas|tenha|tenhamos|tenhais|tenham|tivesse|tivesses|tivesse|tivéssemos|tivésseis|tivessem|ter|teres|ter|termos|terdes|terem|tendo) cartas nas mangas,0
Ter como líquido e certo,(tenho|tens|tem|temos|tendes|têm|tinha|tinhas|tinha|tínhamos|tínheis|tinham|tive|tiveste|teve|tivemos|tivestes|tiveram|terei|terás|terá|teremos|tereis|terão|teria|terias|teria|teríamos|teríeis|teriam|tenha|tenhas|tenha|tenhamos|tenhais|tenham|tivesse|tivesses|tivesse|tivéssemos|tivésseis|tivessem|ter|teres|ter|termos|terdes|terem|tendo) como líquido e certo,0
Ter costas largas,(tenho|tens|tem|temos|tendes|têm|tinha|tinhas|tinha|tínhamos|tínheis|tinham|tive|tiveste|teve|tivemos|tivestes|tiveram|terei|terás|terá|teremos|tereis|terão|teria|terias|teria|teríamos|teríeis|teriam|tenha|tenhas|tenha|tenhamos|tenhais|tenham|tivesse|tivesses|tivesse|tivéssemos|tivésseis|tivessem|ter|teres|ter|termos|terdes|terem|tendo) costas largas,4
Ter duas caras,(tenho|tens|tem|temos|tendes|têm|tinha|tinhas|tinha|tínhamos|tínheis|tinham|tive|tiveste|teve|tivemos|tivestes|tiveram|terei|terás|terá|teremos|tereis|terão|teria|terias|teria|teríamos|teríeis|teriam|tenha|tenhas|tenha|tenhamos|tenhais|tenham|tivesse|tivesses|tivesse|tivéssemos|tivésseis|tivessem|ter|teres|ter|termos|terdes|terem|tendo) duas caras,21
Ter estômago,(tenho|tens|tem|temos|tendes|têm|tinha|tinhas|tinha|tínhamos|tínheis|tinham|tive|tiveste|teve|tivemos|tivestes|tiveram|terei|terás|terá|teremos|tereis|terão|teria|terias|teria|teríamos|teríeis|teriam|tenha|tenhas|tenha|tenhamos|tenhais|tenham|tivesse|tivesses|tivesse|tivéssemos|tivésseis|tivessem|ter|teres|ter|termos|terdes|terem|tendo) estômago,210
Ter letra de médico,(tenho|tens|tem|temos|tendes|têm|tinha|tinhas|tinha|tínhamos|tínheis|tinham|tive|tiveste|teve|tivemos|tivestes|tiveram|terei|terás|terá|teremos|tereis|terão|teria|terias|teria|teríamos|teríeis|teriam|tenha|tenhas|tenha|tenhamos|tenhais|tenham|tivesse|tivesses|tivesse|tivéssemos|tivésseis|tivessem|ter|teres|ter|termos|terdes|terem|tendo) letra de médico,0
Ter macaquinhos no sótão,(tenho|tens|tem|temos|tendes|têm|tinha|tinhas|tinha|tínhamos|tínheis|tinham|tive|tiveste|teve|tivemos|tivestes|tiveram|terei|terás|terá|teremos|tereis|terão|teria|terias|teria|teríamos|teríeis|teriam|tenha|tenhas|tenha|tenhamos|tenhais|tenham|tivesse|tivesses|tivesse|tivéssemos|tivésseis|tivessem|ter|teres|ter|termos|terdes|terem|tendo) macaquinhos no sótão,3
Ter miolo mole,(tenho|tens|tem|temos|tendes|têm|tinha|tinhas|tinha|tínhamos|tínheis|tinham|tive|tiveste|teve|tivemos|tivestes|tiveram|terei|terás|terá|teremos|tereis|terão|teria|terias|teria|teríamos|teríeis|teriam|tenha|tenhas|tenha|tenhamos|tenhais|tenham|tivesse|tivesses|tivesse|tivéssemos|tivésseis|tivessem|ter|teres|ter|termos|terdes|terem|tendo) miolo mo,12
Ter olho clínico,(tenho|tens|tem|temos|tendes|têm|tinha|tinhas|tinha|tínhamos|tínheis|tinham|tive|tiveste|teve|tivemos|tivestes|tiveram|terei|terás|terá|teremos|tereis|terão|teria|terias|teria|teríamos|teríeis|teriam|tenha|tenhas|tenha|tenhamos|tenhais|tenham|tivesse|tivesses|tivesse|tivéssemos|tivésseis|tivessem|ter|teres|ter|termos|terdes|terem|tendo) olho clíni,1
Ter os pés em duas canoas,(tenho|tens|tem|temos|tendes|têm|tinha|tinhas|tinha|tínhamos|tínheis|tinham|tive|tiveste|teve|tivemos|tivestes|tiveram|terei|terás|terá|teremos|tereis|terão|teria|terias|teria|teríamos|teríeis|teriam|tenha|tenhas|tenha|tenhamos|tenhais|tenham|tivesse|tivesses|tivesse|tivéssemos|tivésseis|tivessem|ter|teres|ter|termos|terdes|terem|tendo) os pés em duas canoas,1
Ter os pés no chão,(tenho|tens|tem|temos|tendes|têm|tinha|tinhas|tinha|tínhamos|tínheis|tinham|tive|tiveste|teve|tivemos|tivestes|tiveram|terei|terás|terá|teremos|tereis|terão|teria|terias|teria|teríamos|teríeis|teriam|tenha|tenhas|tenha|tenhamos|tenhais|tenham|tivesse|tivesses|tivesse|tivéssemos|tivésseis|tivessem|ter|teres|ter|termos|terdes|terem|tendo) os pés no chão,120
Ter pavio curto,(tenho|tens|tem|temos|tendes|têm|tinha|tinhas|tinha|tínhamos|tínheis|tinham|tive|tiveste|teve|tivemos|tivestes|tiveram|terei|terás|terá|teremos|tereis|terão|teria|terias|teria|teríamos|teríeis|teriam|tenha|tenhas|tenha|tenhamos|tenhais|tenham|tivesse|tivesses|tivesse|tivéssemos|tivésseis|tivessem|ter|teres|ter|termos|terdes|terem|tendo) pavio curto,25
Ter peito,(tenho|tens|tem|temos|tendes|têm|tinha|tinhas|tinha|tínhamos|tínheis|tinham|tive|tiveste|teve|tivemos|tivestes|tiveram|terei|terás|terá|teremos|tereis|terão|teria|terias|teria|teríamos|teríeis|teriam|tenha|tenhas|tenha|tenhamos|tenhais|tenham|tivesse|tivesses|tivesse|tivéssemos|tivésseis|tivessem|ter|teres|ter|termos|terdes|terem|tendo) peito,257
Ter perna de saracura,(tenho|tens|tem|temos|tendes|têm|tinha|tinhas|tinha|tínhamos|tínheis|tinham|tive|tiveste|teve|tivemos|tivestes|tiveram|terei|terás|terá|teremos|tereis|terão|teria|terias|teria|teríamos|teríeis|teriam|tenha|tenhas|tenha|tenhamos|tenhais|tenham|tivesse|tivesses|tivesse|tivéssemos|tivésseis|tivessem|ter|teres|ter|termos|terdes|terem|tendo) perna de saracura,0
Ter pra quem puxar,(tenho|tens|tem|temos|tendes|têm|tinha|tinhas|tinha|tínhamos|tínheis|tinham|tive|tiveste|teve|tivemos|tivestes|tiveram|terei|terás|terá|teremos|tereis|terão|teria|terias|teria|teríamos|teríeis|teriam|tenha|tenhas|tenha|tenhamos|tenhais|tenham|tivesse|tivesses|tivesse|tivéssemos|tivésseis|tivessem|ter|teres|ter|termos|terdes|terem|tendo) pra quem puxar,0
Ter pulso (firme/ forte),(tenho|tens|tem|temos|tendes|têm|tinha|tinhas|tinha|tínhamos|tínheis|tinham|tive|tiveste|teve|tivemos|tivestes|tiveram|terei|terás|terá|teremos|tereis|terão|teria|terias|teria|teríamos|teríeis|teriam|tenha|tenhas|tenha|tenhamos|tenhais|tenham|tivesse|tivesses|tivesse|tivéssemos|tivésseis|tivessem|ter|teres|ter|termos|terdes|terem|tendo) pulso,145
Ter raça,(tenho|tens|tem|temos|tendes|têm|tinha|tinhas|tinha|tínhamos|tínheis|tinham|tive|tiveste|teve|tivemos|tivestes|tiveram|terei|terás|terá|teremos|tereis|terão|teria|terias|teria|teríamos|teríeis|teriam|tenha|tenhas|tenha|tenhamos|tenhais|tenham|tivesse|tivesses|tivesse|tivéssemos|tivésseis|tivessem|ter|teres|ter|termos|terdes|terem|tendo) raça,69
Ter sangue nas veias,(tenho|tens|tem|temos|tendes|têm|tinha|tinhas|tinha|tínhamos|tínheis|tinham|tive|tiveste|teve|tivemos|tivestes|tiveram|terei|terás|terá|teremos|tereis|terão|teria|terias|teria|teríamos|teríeis|teriam|tenha|tenhas|tenha|tenhamos|tenhais|tenham|tivesse|tivesses|tivesse|tivéssemos|tivésseis|tivessem|ter|teres|ter|termos|terdes|terem|tendo) sangue nas veias,18
Ter sangue quente,(tenho|tens|tem|temos|tendes|têm|tinha|tinhas|tinha|tínhamos|tínheis|tinham|tive|tiveste|teve|tivemos|tivestes|tiveram|terei|terás|terá|teremos|tereis|terão|teria|terias|teria|teríamos|teríeis|teriam|tenha|tenhas|tenha|tenhamos|tenhais|tenham|tivesse|tivesses|tivesse|tivéssemos|tivésseis|tivessem|ter|teres|ter|termos|terdes|terem|tendo) sangue quente,19
Ter um estalo,(tenho|tens|tem|temos|tendes|têm|tinha|tinhas|tinha|tínhamos|tínheis|tinham|tive|tiveste|teve|tivemos|tivestes|tiveram|terei|terás|terá|teremos|tereis|terão|teria|terias|teria|teríamos|teríeis|teriam|tenha|tenhas|tenha|tenhamos|tenhais|tenham|tivesse|tivesses|tivesse|tivéssemos|tivésseis|tivessem|ter|teres|ter|termos|terdes|terem|tendo) um estalo,5
Ter um nó na garganta,(tenho|tens|tem|temos|tendes|têm|tinha|tinhas|tinha|tínhamos|tínheis|tinham|tive|tiveste|teve|tivemos|tivestes|tiveram|terei|terás|terá|teremos|tereis|terão|teria|terias|teria|teríamos|teríeis|teriam|tenha|tenhas|tenha|tenhamos|tenhais|tenham|tivesse|tivesses|tivesse|tivéssemos|tivésseis|tivessem|ter|teres|ter|termos|terdes|terem|tendo) um nó na garganta,1
Ter uma só palavra,(tenho|tens|tem|temos|tendes|têm|tinha|tinhas|tinha|tínhamos|tínheis|tinham|tive|tiveste|teve|tivemos|tivestes|tiveram|terei|terás|terá|teremos|tereis|terão|teria|terias|teria|teríamos|teríeis|teriam|tenha|tenhas|tenha|tenhamos|tenhais|tenham|tivesse|tivesses|tivesse|tivéssemos|tivésseis|tivessem|ter|teres|ter|termos|terdes|terem|tendo) uma só palavra,9
Tirar a máscara,(tirar|tiro|tira|tiram|tirei|tiraste|tirou|tiramos|tirais|tiram|tirava|tiravas|tirava|tirávamos|tiráveis|tiravam|tirei|tiveste|teve|tivemos|tivestes|tiveram|tive|tiveste|teve|tivemos|tivestes|tiveram|tirarei|tirarás|tirará|tiraremos|tirareis|tirarão|tiraria|tirarias|tiraria|tiraríamos|tiraríeis|tirariam|tirasse|tirasses|tirasse|tirássemos|tirásseis|tirassem|tirar|tirares|tirar|tirarmos|tirardes|tirarem) a máscara,172
Tirar a sorte grande,(tirar|tiro|tira|tiram|tirei|tiraste|tirou|tiramos|tirais|tiram|tirava|tiravas|tirava|tirávamos|tiráveis|tiravam|tirei|tiveste|teve|tivemos|tivestes|tiveram|tive|tiveste|teve|tivemos|tivestes|tiveram|tirarei|tirarás|tirará|tiraremos|tirareis|tirarão|tiraria|tirarias|tiraria|tiraríamos|tiraríeis|tirariam|tirasse|tirasses|tirasse|tirássemos|tirásseis|tirassem|tirar|tirares|tirar|tirarmos|tirardes|tirarem) a sorte grande,89
Tirar do sério,(tirar|tiro|tira|tiram|tirei|tiraste|tirou|tiramos|tirais|tiram|tirava|tiravas|tirava|tirávamos|tiráveis|tiravam|tirei|tiveste|teve|tivemos|tivestes|tiveram|tive|tiveste|teve|tivemos|tivestes|tiveram|tirarei|tirarás|tirará|tiraremos|tirareis|tirarão|tiraria|tirarias|tiraria|tiraríamos|tiraríeis|tirariam|tirasse|tirasses|tirasse|tirássemos|tirásseis|tirassem|tirar|tirares|tirar|tirarmos|tirardes|tirarem) do sério,168
Tirar o chapéu,(tirar|tiro|tira|tiram|tirei|tiraste|tirou|tiramos|tirais|tiram|tirava|tiravas|tirava|tirávamos|tiráveis|tiravam|tirei|tiveste|teve|tivemos|tivestes|tiveram|tive|tiveste|teve|tivemos|tivestes|tiveram|tirarei|tirarás|tirará|tiraremos|tirareis|tirarão|tiraria|tirarias|tiraria|tiraríamos|tiraríeis|tirariam|tirasse|tirasses|tirasse|tirássemos|tirásseis|tirassem|tirar|tirares|tirar|tirarmos|tirardes|tirarem) o chapéu,203
Tirar o corpo fora,(tirar|tiro|tira|tiram|tirei|tiraste|tirou|tiramos|tirais|tiram|tirava|tiravas|tirava|tirávamos|tiráveis|tiravam|tirei|tiveste|teve|tivemos|tivestes|tiveram|tive|tiveste|teve|tivemos|tivestes|tiveram|tirarei|tirarás|tirará|tiraremos|tirareis|tirarão|tiraria|tirarias|tiraria|tiraríamos|tiraríeis|tirariam|tirasse|tirasses|tirasse|tirássemos|tirásseis|tirassem|tirar|tirares|tirar|tirarmos|tirardes|tirarem) o corpo fora,26
Tirar o pé da lama,(tirar|tiro|tira|tiram|tirei|tiraste|tirou|tiramos|tirais|tiram|tirava|tiravas|tirava|tirávamos|tiráveis|tiravam|tirei|tiveste|teve|tivemos|tivestes|tiveram|tive|tiveste|teve|tivemos|tivestes|tiveram|tirarei|tirarás|tirará|tiraremos|tirareis|tirarão|tiraria|tirarias|tiraria|tiraríamos|tiraríeis|tirariam|tirasse|tirasses|tirasse|tirássemos|tirásseis|tirassem|tirar|tirares|tirar|tirarmos|tirardes|tirarem) o pé da lama,3
Tirar o pé do acelerador,(tirar|tiro|tira|tiram|tirei|tiraste|tirou|tiramos|tirais|tiram|tirava|tiravas|tirava|tirávamos|tiráveis|tiravam|tirei|tiveste|teve|tivemos|tivestes|tiveram|tive|tiveste|teve|tivemos|tivestes|tiveram|tirarei|tirarás|tirará|tiraremos|tirareis|tirarão|tiraria|tirarias|tiraria|tiraríamos|tiraríeis|tirariam|tirasse|tirasses|tirasse|tirássemos|tirásseis|tirassem|tirar|tirares|tirar|tirarmos|tirardes|tirarem) o pé do acelerador,32
